Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
linuxserver/bazarr:v1.4.3-ls254,41,6,16,3,0,16,0,457713170,430,sponsored,languages-and-frameworks/web-servers,143723945
pactfoundation/pact-broker:2.118.1-pactbroker2.109.1,29,7,8,1,0,4,9,70220454,18,sponsored,api-management/integration-and-delivery/developer-tools,260488089
shadowsocks/shadowsocks-libev:v3.3.2,114,4,24,23,7,56,0,43317728,484,sponsored,,7668018
linuxserver/mylar:arm32v7-version-94dcfd13,411,18,179,161,37,15,1,89852071,120,sponsored,,90793239
eclipse/che-theia:master,493,21,102,171,36,147,16,93170290,7,sponsored,,81687835
linuxkit/kernel:6.6.13-dbg-44a5293614ca7c7674013e928cb11dcdbba73ba8,1,0,1,0,0,0,0,120664251,24,sponsored,internet-of-things/operating-systems/security,253527789
istio/proxyv2:1.22.1,37,23,11,1,1,0,1,11392921893,16,sponsored,monitoring-and-observability/networking/security,245
linuxserver/booksonic:arm64v8-1.2.20220211,628,192,383,31,12,8,2,50508797,81,sponsored,,224747475
istio/proxy_debug:1.3.8-distroless,1874,465,1200,135,0,74,0,41655013,5,sponsored,integration-and-delivery/monitoring-and-observability/networking,263955583
esphome/esphome:dev,132,67,8,4,2,2,49,58171800,148,sponsored,languages-and-frameworks/integration-and-delivery/internet-of-things,161278338
linuxserver/tautulli:arm64v8-develop,20,4,8,3,0,5,0,977374373,421,sponsored,monitoring-and-observability/web-analytics,71379674
linuxserver/radarr:nightly-5.7.0.8862-ls2,14,0,6,7,0,0,1,2308857071,1646,sponsored,,85843458
linuxserver/freshrss:1.24.1-ls229,23,3,12,4,1,3,0,46883149,193,sponsored,content-management-system/integration-and-delivery/web-analytics,34803982
crossplane/crossplane:v1.17.0-rc.0.204.g6a6abcaa,3,2,1,0,0,0,0,46363672,5,sponsored,api-management/integration-and-delivery/networking,34278193
cloudnativelabs/kube-router:v2.1.3,32,8,11,3,0,3,7,150802753,12,sponsored,networking/security,103087167
jupyter/pyspark-notebook:x86_64-spark-3.5.0,873,176,535,80,4,65,13,69839145,300,sponsored,data-science/languages-and-frameworks,1808733704
linuxserver/calibre-web:arm64v8-nightly-version-d3118c0a,157,51,57,43,5,1,0,193592933,878,sponsored,content-management-system/integration-and-delivery,251315740
linuxserver/smokeping:amd64-2.8.2,51,5,18,12,0,16,0,84202710,244,sponsored,monitoring-and-observability/networking,120573216
linuxserver/medusa:amd64-1.0.21,61,7,22,16,0,15,1,73868879,108,sponsored,content-management-system,114231298
linuxserver/wireguard:legacy-v1.0.20210914-ls56,149,68,56,15,0,1,9,56845753,776,sponsored,internet-of-things/networking/security,255629184
linuxserver/airsonic:v10.6.2-ls134,751,197,422,72,15,11,34,68744500,109,sponsored,,283562313
nodered/node-red:latest-debian,1147,263,713,102,2,15,52,273859560,684,sponsored,api-management/integration-and-delivery/internet-of-things,267492039
jupyterhub/k8s-singleuser-sample:4.0.0-0.dev.git.6607.hd1a1130e,137,67,11,8,3,2,46,65147983,10,sponsored,,182899945
netboxcommunity/netbox:snapshot,21,12,6,2,0,1,0,37320381,174,sponsored,databases-and-storage/monitoring-and-observability/networking,228111916
linuxserver/mariadb:arm64v8-10.11.8,4,1,3,0,0,0,0,404654251,391,sponsored,databases-and-storage/integration-and-delivery/security,105445875
verdaccio/verdaccio:5.31,3,0,2,0,0,0,1,209633280,193,sponsored,,57631954
jupyterhub/k8s-singleuser-sample:4.0.0-0.dev.git.6592.h9cc09f53,143,67,13,8,3,2,50,65147983,10,sponsored,,178881164
linuxkit/kernel:6.6.13-44a5293614ca7c7674013e928cb11dcdbba73ba8,1,0,1,0,0,0,0,120664251,24,sponsored,internet-of-things/operating-systems/security,209932661
curlimages/curl:8.8.0,3,0,3,0,0,0,0,6095705458,176,sponsored,integration-and-delivery/networking/security,10400381
envoyproxy/envoy-alpine:v1.21-latest,67,7,15,6,9,28,2,204934493,61,sponsored,,30165236
linuxserver/unifi:79,1228,447,580,118,60,23,0,43696419,255,sponsored,,316646724
crossplane/crossplane:v1.17.0-rc.0.197.gedc1ac6c,3,2,1,0,0,0,0,46363672,5,sponsored,api-management/integration-and-delivery/networking,31369912
jenkins/ssh-agent:latest-jdk17,117,68,6,10,6,0,27,57752344,53,sponsored,integration-and-delivery/security,164872323
istio/mixer:1.7.8,151,6,43,75,9,10,8,278019880,6,sponsored,integration-and-delivery/monitoring-and-observability/security,47967777
jupyter/all-spark-notebook:x86_64-python-3.11,879,175,533,86,6,65,14,74501327,435,sponsored,data-science/languages-and-frameworks/machine-learning-and-ai,2150179520
